"Stars","Title","Entry ID","Entry Name","Date Added","Date Modified","PDB format version","Source Path","Source File","Source File Index","entry id backup","prepared","prepared with version","assigned bond orders","added hydrogens","treated metals","created disulfur","deleted far waters","ran protassign","Potential Energy-OPLS 2005","RMS Derivative-OPLS 2005","Max Derivative-OPLS 2005","Stretch Energy-OPLS 2005","Bend Energy-OPLS 2005","LJ-14 Energy-OPLS 2005","El-14 Energy-OPLS 2005","Van der Waals Energy-OPLS 2005","Electrostatic Energy-OPLS 2005","Dihedral Energy-OPLS 2005","target temperature","ran impref","removed non hbond waters","ID","NAME","DEFINITION","STAR","SYNONYM","IUPAC_NAME","FORMULA","MASS","MONOISOTOPIC_MASS","CHARGE","SMILES","INCHI","INCHIKEY","CAS_REGISTRY_NUMBER","KEGG_COMPOUND_ACCESSION","KNAPSACK_ACCESSION","AGRICOLA_CITATION","PUBMED_CITATION","chiral flag","version","Chirality 1","Chirality 2","Chirality 3","ct enhanced stereo status","SECONDARY_ID","INN","REAXYS_REGISTRY_NUMBER","CHEMIDPLUS","DRUGBANK_ACCESSION","KEGG_DRUG_ACCESSION","PDBECHEM_ACCESSION","PUBMED_CITATION-1","Chirality 4","Chirality 5","Chirality 6","Chirality 7","Chirality 8","Chirality 9","Chirality 10","Chirality 11","Chirality 12","Chirality 13","Chirality 14","Chirality 15","Chirality 16","Chirality 17","BEILSTEIN_REGISTRY_NUMBER","HMDB_ACCESSION","NIST_CHEMISTRY_WEBBOOK","WIKIPEDIA_ACCESSION","LINCS_ACCESSION","METACYC_ACCESSION","BRAND_NAME","PESTICIDES_ACCESSION","AtomNumChirality 1","PUBMED_CENTRAL_CITATION","source file","source file index","mmshare version","flags","input","cmdline","tautomer probability","Ionization Penalty","Ionization Penalty Charging","Ionization Penalty Neutral","State Penalty","Charging Adjusted Penalty","Tot Q","Tot abs Q","EZ 1","EZ 2","Force Field","Energy","Chiralities Consistent","Variant","Job Name","Chemistry Notes","EZ 3","EZ 4","EZ 5","EZ 6","EZ 7","EZ 8","SiteScore","size","Dscore","volume","exposure","enclosure","contact","phobic","philic","balance","don/acc","residues","residues asl","grid version","gridbox xcent","gridbox ycent","gridbox zcent","gridbox xrange","gridbox yrange","gridbox zrange","gridbox ligxrange","gridbox ligyrange","gridbox ligzrange","receptor","glide gridfile","glide lignum","glide rotatable bonds","docking score","glide ligand efficiency","glide ligand efficiency sa","glide ligand efficiency ln","glide gscore","glide lipo","glide hbond","glide metal","glide rewards","glide evdw","glide ecoul","glide erotb","glide esite","glide emodel","glide energy","glide einternal","glide confnum","glide posenum","glide eff state penalty"
,"null","670","ChEBI_107316.1","2017-12-07 14:00:13","2017-12-07 14:00:13","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_107316.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:107316","4-(phenylmethylthio)thieno[2,3-d]pyrimidine","",2,"","","C13H10N2S2",258.365,258.029,0,"C1=CC=C(C=C1)CSC2=NC=NC3=C2C=CS3","InChI=1S/C13H10N2S2/c1-2-4-10(5-3-1)8-17-13-11-6-7-16-12(11)14-9-15-13/h1-7,9H,8H2","GEIHZHQRXYKYAE-UHFFFAOYSA-N","","","","",,false,0,"","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-18670","","","","","","Os04g0637000_ligprep_1.maegz",119,39016,0,"W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFbQ0gyXVNjKG5bY0hdbjIpYyhjMjMpW2NIXVtjSF1zMw==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0001,0.0000,0.0001,0.0000,0.000,0,0,"","","OPLS_2005",9.719,true,"null-1","Os04g0637000_glide-dock_SP_2","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"Os04g0637000_glide-grid",193,3,-5.905,-0.347,-0.893,-1.541,-5.905,-2.989,0.000,0.000,-2.245,-21.967,-2.448,0.794,0.000,-32.974,-24.415,0.198,1,260,0.000
,"null","671","ChEBI_112280.1","2017-12-07 14:00:13","2017-12-07 14:00:13","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_112280.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:112280","2-[[2-(3,5-dimethyl-1-pyrazolyl)-6,6-dimethyl-5,8-dihydropyrano[2,3]thieno[2,4-b]pyrimidin-4-yl]thio]-N-(2-thiazolyl)acetamide","",2,"","","C21H22N6O2S3",486.637,486.097,0,"CC1=CC(=NN1C2=NC3=C(C4=C(S3)COC(C4)(C)C)C(=N2)SCC(=O)NC5=NC=CS5)C","InChI=1S/C21H22N6O2S3/c1-11-7-12(2)27(26-11)19-24-17(31-10-15(28)23-20-22-5-6-30-20)16-13-8-21(3,4)29-9-14(13)32-18(16)25-19/h5-7H,8-10H2,1-4H3,(H,22,23,28)","AXPCQQONFZSGSW-UHFFFAOYSA-N","","","","",,false,0,"","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-23692","","","","","","Os04g0637000_ligprep_1.maegz",156,39016,0,"W0NIM11jMVtjSF1jKFtDSDNdKW5uMS1jKG4yKW5jKGMoYzIzKWM0YyhzMylbQ0gyXU9DKFtDSDJdNCkoW0NIM10pW0NIM10pU1tDSDJdQyg9TylbTkhdYzVuW2NIXVtjSF1zNQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0015,0.0000,0.0015,0.0000,0.000,0,0,"","","OPLS_2005",17.561,true,"null-1","Os04g0637000_glide-dock_SP_2","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"Os04g0637000_glide-grid",258,6,-5.896,-0.184,-0.585,-1.320,-5.896,-3.448,0.000,0.000,-0.767,-33.328,-2.637,0.429,-0.048,-39.120,-35.965,6.059,88,66,0.000
,"ChEBI_132289","672","ChEBI_132289.1","2017-12-07 14:00:13","2017-12-07 14:00:13","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_132289.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:132289","3-[(2-aminoethyl)sulfanyl]-6-ethyl-7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","A beta-lactam that is 7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid carring additional (2-aminoethyl)sulfanyl and ethyl substituents at positions 3 and 6 respectively. An intermediate in the biosynthesis of carbapenem.",3,"3-(2-aminoethylthio)-6-ethyl-7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; carbapenem biosynthesis intermediate 5","3-[(2-aminoethyl)sulfanyl]-6-ethyl-7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","C11H18N2O3S",258.339,258.104,0,"C1(C(N2C1CC(C2C(O)=O)SCCN)=O)CC","InChI=1S/C11H18N2O3S/c1-2-6-7-5-8(17-4-3-12)9(11(15)16)13(7)10(6)14/h6-9H,2-5,12H2,1H3,(H,15,16)","OJZAYZYCCIMRRC-UHFFFAOYSA-N","","","","",21263049,false,0,"1_R_2_3_8_18","3_S_4_1_5_19","6_R_13_7_5_22",2,"","",,"","","","","","7_R_4_6_10_23","","","","","","","","","","","","","",,"","","","","","","","","","Os04g0637000_ligprep_1.maegz",222,39016,0,"W0NIM11bQ0gyXVtDQEhdMUMoPU8pTihbQ0BIXTEyKVtDQEhdKEMoPU8pW09IXSlbQ0BASF0oW0NIMl0yKVNbQ0gyXVtDSDJdW05IMl0=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0015,0.0015,0.0000,0.0000,0.002,0,2,"","","OPLS_2005",17.082,true,"ChEBI_132289-3","Os04g0637000_glide-dock_SP_2","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"Os04g0637000_glide-grid",358,5,-5.896,-0.347,-0.892,-1.538,-5.896,-2.010,-0.145,0.000,-2.444,-16.007,-6.669,0.529,-0.026,-28.246,-22.676,4.290,4,57,0.000
,"ChEBI_132304","673","ChEBI_132304.1","2017-12-07 14:00:13","2017-12-07 14:00:13","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_132304.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:132304","3-[(2-aminoethyl)sulfanyl]-7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","A beta-lactam that is 7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid carring an additional (2-aminoethyl)sulfanyl substituent at position 3. An intermediate in the biosynthesis of carbapenem.",3,"3-(2-aminoethylthio)-7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; carbapenem biosynthesis intermediate 1","3-[(2-aminoethyl)sulfanyl]-7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","C9H14N2O3S",230.285,230.073,0,"C1C(N2C1CC(C2C(O)=O)SCCN)=O","InChI=1S/C9H14N2O3S/c10-1-2-15-6-3-5-4-7(12)11(5)8(6)9(13)14/h5-6,8H,1-4,10H2,(H,13,14)","WSFRFSBEAWNRAE-UHFFFAOYSA-N","","","","",26240322,false,0,"3_S_4_5_1_18","6_S_12_7_5_21","7_R_4_6_9_22",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","Os04g0637000_ligprep_1.maegz",224,39016,0,"W0NIMl0xQyg9TylOKFtDQEBIXTEyKVtDQEhdKEMoPU8pW09IXSlbQ0BIXShbQ0gyXTIpU1tDSDJdW0NIMl1bTkgyXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0015,0.0015,0.0000,0.0000,0.001,0,2,"","","OPLS_2005",17.403,true,"ChEBI_132304-4","Os04g0637000_glide-dock_SP_2","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"Os04g0637000_glide-grid",375,4,-5.863,-0.391,-0.964,-1.581,-5.863,-2.178,0.000,0.000,-2.893,-15.321,-4.474,0.644,0.000,-26.809,-19.795,2.486,4,399,0.000
,"null","674","ChEBI_92502.1","2017-12-07 14:00:13","2017-12-07 14:00:13","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_92502.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:92502","6-[(2,5-difluorophenyl)methyl]-2,4-dimethyl-5-thieno[3,4]pyrrolo[1,3-d]pyridazinone","",2,"","","C17H13F2N3OS",345.368,345.075,0,"CC1=CC2=C(S1)C3=C(N2C)C(=O)N(N=C3)CC4=C(C=CC(=C4)F)F","InChI=1S/C17H13F2N3OS/c1-9-5-14-16(24-9)12-7-20-22(17(23)15(12)21(14)2)8-10-6-11(18)3-4-13(10)19/h3-7H,8H2,1-2H3","DPAGYWXMUXJENG-UHFFFAOYSA-N","","","","",,false,0,"","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-2627","","","","","","Os04g0637000_ligprep_1.maegz",72,39016,0,"W0NIM11jKFtjSF0xKXNjKGMxMiljM2MobjJbQ0gzXSljKD1PKW4obltjSF0zKVtDSDJdYzRjKEYpW2NIXVtjSF1jKEYpW2NIXTQ=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0000,0.0000,0.0000,0.0000,0.000,0,0,"","","OPLS_2005",50.410,true,"null-1","Os04g0637000_glide-dock_SP_2","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"Os04g0637000_glide-grid",129,2,-5.856,-0.244,-0.704,-1.402,-5.856,-2.798,0.000,0.000,-1.953,-24.665,-1.262,0.319,0.000,-26.093,-25.927,0.975,2,332,0.000
,"ChEBI_6557","675","ChEBI_6557.1","2017-12-07 14:00:13","2017-12-07 14:00:13","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_6557.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:6557","Luciduline","",2,"","","C13H21NO",207.312,207.162,0,"C[C@@H]1C[C@H]2CC(=O)[C@@H]3C[C@H]2[C@H](C1)N(C)C3","InChI=1S/C13H21NO/c1-8-3-9-6-13(15)10-5-11(9)12(4-8)14(2)7-10/h8-12H,3-7H2,1-2H3/t8-,9+,10-,11-,12+/m1/s1","PISGDLOMGNKHKP-ROHXPCBUSA-N","21041-42-9","C09872","C00001942","",,true,0,"1_R_2_3_4_16","2_S_5_1_6_17","3_S_1_7_8_18",2,"","",,"","","","","","9_R_13_10_4_27","12_R_6_8_14_33","5_S_2_10_11_37","","","","","","","","","","","",,"","","","","","","","","","Os04g0637000_ligprep_1.maegz",6,39016,0,"W0NASF0xMltDQEhdM04oW0NIM10pW0NIMl1bQ0hdKFtDSDJdMilDKD1PKVtDSDJdW0NAQEhdMVtDSDJdW0NASF0oW0NIMl0zKVtDSDNd","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0012,0.0012,0.0000,0.0000,0.001,1,1,"","","OPLS_2005",33.169,true,"ChEBI_6557-2","Os04g0637000_glide-dock_SP_2","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"Os04g0637000_glide-grid",10,0,-5.805,-0.387,-0.954,-1.565,-5.805,-2.447,0.000,0.000,-2.534,-10.359,-2.038,0.000,0.000,-14.546,-12.397,0.000,1,192,0.000
,"ChEBI_132304","676","ChEBI_132304.1","2017-12-07 14:00:13","2017-12-07 14:00:13","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_132304.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:132304","3-[(2-aminoethyl)sulfanyl]-7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","A beta-lactam that is 7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid carring an additional (2-aminoethyl)sulfanyl substituent at position 3. An intermediate in the biosynthesis of carbapenem.",3,"3-(2-aminoethylthio)-7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; carbapenem biosynthesis intermediate 1","3-[(2-aminoethyl)sulfanyl]-7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","C9H14N2O3S",230.285,230.073,0,"C1C(N2C1CC(C2C(O)=O)SCCN)=O","InChI=1S/C9H14N2O3S/c10-1-2-15-6-3-5-4-7(12)11(5)8(6)9(13)14/h5-6,8H,1-4,10H2,(H,13,14)","WSFRFSBEAWNRAE-UHFFFAOYSA-N","","","","",26240322,false,0,"3_R_4_5_1_18","6_S_12_7_5_21","7_S_4_6_9_22",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","Os04g0637000_ligprep_1.maegz",224,39016,0,"W0NIMl0xQyg9TylOKFtDQEhdMTIpW0NAQEhdKEMoPU8pW09IXSlbQ0BIXShbQ0gyXTIpU1tDSDJdW0NIMl1bTkgyXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0015,0.0015,0.0000,0.0000,0.001,0,2,"","","OPLS_2005",19.079,true,"ChEBI_132304-7","Os04g0637000_glide-dock_SP_2","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"Os04g0637000_glide-grid",378,4,-5.803,-0.387,-0.954,-1.565,-5.803,-1.933,0.000,0.000,-2.758,-14.565,-6.851,0.644,0.000,-29.365,-21.416,2.897,5,301,0.000
,"null","677","ChEBI_122079.1","2017-12-07 14:00:13","2017-12-07 14:00:13","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_122079.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:122079","5-[[(5,6-dimethyl-4-thieno[2,3-d]pyrimidinyl)thio]methyl]-2-furancarboxylic acid methyl ester","",2,"","","C15H14N2O3S2",334.416,334.045,0,"CC1=C(SC2=C1C(=NC=N2)SCC3=CC=C(O3)C(=O)OC)C","InChI=1S/C15H14N2O3S2/c1-8-9(2)22-14-12(8)13(16-7-17-14)21-6-10-4-5-11(20-10)15(18)19-3/h4-5,7H,6H2,1-3H3","JYASBMHTSQDQDJ-UHFFFAOYSA-N","","","","",,false,0,"","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-33522","","","","","","Os04g0637000_ligprep_1.maegz",214,39016,0,"czFjKFtDSDNdKWMoW0NIM10pYyhjMTIpYyhuW2NIXW4yKVNbQ0gyXWMzW2NIXVtjSF1jKG8zKUMoPU8pT1tDSDNd","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0003,0.0000,0.0003,0.0000,0.000,0,0,"","","OPLS_2005",7.064,true,"null-1","Os04g0637000_glide-dock_SP_2","This compound has an ester and may undergo hydrolysis at high or low pH.","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"Os04g0637000_glide-grid",348,5,-5.802,-0.264,-0.739,-1.418,-5.802,-3.106,0.000,0.000,-1.706,-29.751,-1.175,0.675,0.000,-39.814,-30.926,0.944,3,324,0.000
,"ChEBI_49081","678","ChEBI_49081.1","2017-12-07 14:00:13","2017-12-07 14:00:13","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_49081.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:49081","6-(2-amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylic acid","",3,"6-(2-Amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylic acid","6-(2-amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylic acid","C14H14N2O8",338.270,338.075,0,"NC(CC1=CC2=C(NC(CC2C(O)=O)C(O)=O)C(=O)C1=O)C(O)=O","InChI=1S/C14H14N2O8/c15-7(13(21)22)2-4-1-5-6(12(19)20)3-8(14(23)24)16-9(5)11(18)10(4)17/h1,6-8,16H,2-3,15H2,(H,19,20)(H,21,22)(H,23,24)","UMYDVEVERVKIFT-UHFFFAOYSA-N","","C15599","","",,false,0,"4_R_1_11_8_26","7_S_14_3_8_28","18_R_19_20_17_33",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","Os04g0637000_ligprep_1.maegz",22,39016,0,"Tz1DKFtPSF0pW0NASF0oW05IXTEpW0NIMl1bQ0BIXShDKD1PKVtPSF0pQyg9QzEyKVtDSF09QyhDKD1PKUMyPU8pW0NIMl1bQ0BASF0oW05IMl0pQyg9TylbT0hd","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0262,0.0262,0.0000,0.0212,0.047,-2,4,"1_2_3_7_Z","3_6_9_10_Z","OPLS_2005",16.172,true,"ChEBI_49081-3","Os04g0637000_glide-dock_SP_2","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"Os04g0637000_glide-grid",40,5,-5.793,-0.241,-0.696,-1.387,-5.814,-1.659,-0.165,0.000,-2.843,-17.434,-4.067,0.334,0.000,-25.581,-21.501,10.231,4,10,0.021
,"ChEBI_132290","679","ChEBI_132290.1","2017-12-07 14:00:13","2017-12-07 14:00:13","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_132290.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:132290","3-[(2-aminoethyl)sulfanyl]-6-methyl-7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","A beta-lactam that is 7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid carring additional (2-aminoethyl)sulfanyl and methyl substituents at positions 3 and 6 respectively. An intermediate in the biosynthesis of carbapenem.",3,"carbapenem biosynthesis intermediate 2","3-[(2-aminoethyl)sulfanyl]-6-methyl-7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","C10H16N2O3S",244.312,244.088,0,"C1(C(N2C1CC(C2C(O)=O)SCCN)=O)C","InChI=1S/C10H16N2O3S/c1-5-6-4-7(16-3-2-11)8(10(14)15)12(6)9(5)13/h5-8H,2-4,11H2,1H3,(H,14,15)","RFDLXEYGELAYRI-UHFFFAOYSA-N","","","","",21263049,false,0,"1_R_2_3_8_17","3_R_4_1_5_18","6_R_13_7_5_21",2,"","",,"","","","","","7_R_4_6_10_22","","","","","","","","","","","","","",,"","","","","","","","","","Os04g0637000_ligprep_1.maegz",223,39016,0,"W0NIM11bQ0BIXTFDKD1PKU4oW0NAQEhdMTIpW0NASF0oQyg9TylbT0hdKVtDQEBIXShbQ0gyXTIpU1tDSDJdW0NIMl1bTkgyXQ==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0015,0.0015,0.0000,0.0000,0.001,0,2,"","","OPLS_2005",20.384,true,"ChEBI_132290-1","Os04g0637000_glide-dock_SP_2","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"Os04g0637000_glide-grid",364,4,-5.793,-0.362,-0.912,-1.536,-5.793,-1.548,0.000,0.000,-2.775,-13.567,-9.162,0.583,0.000,-27.714,-22.728,3.055,3,392,0.000
,"null","680","ChEBI_109068.1","2017-12-07 14:00:13","2017-12-07 14:00:13","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_109068.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:109068","7,9-dimethyl-2-(phenylmethylthio)-1H-pyrido[2,3]thieno[2,4-b]pyrimidin-4-one","",2,"","","C18H15N3OS2",353.464,353.066,0,"CC1=CC(=NC2=C1C3=C(S2)C(=O)N=C(N3)SCC4=CC=CC=C4)C","InChI=1S/C18H15N3OS2/c1-10-8-11(2)19-17-13(10)14-15(24-17)16(22)21-18(20-14)23-9-12-6-4-3-5-7-12/h3-8H,9H2,1-2H3,(H,20,21,22)","MKHGNZQMAWYBRF-UHFFFAOYSA-N","","","","",,false,0,"","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-20466","","","","","","Os04g0637000_ligprep_1.maegz",136,39016,0,"bjFjKFtDSDNdKVtjSF1jKFtDSDNdKWMoYzEyKWMzYyhzMiljKD1PKW5jKFtuSF0zKVNbQ0gyXWM0W2NIXVtjSF1bY0hdW2NIXVtjSF00","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",,0.0211,0.0211,0.0000,0.1485,0.170,0,0,"","","OPLS_2005",21.944,true,"null-1","Os04g0637000_glide-dock_SP_2","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"Os04g0637000_glide-grid",220,3,-5.786,-0.241,-0.695,-1.385,-5.934,-3.412,0.000,0.000,-1.449,-25.364,-1.759,0.459,0.000,-30.228,-27.122,4.169,8,373,0.148
,"null","681","ChEBI_112391.1","2017-12-07 14:00:13","2017-12-07 14:00:13","","/home/biotech02/Downloads/organic heterobicyclic compound sdf","ChEBI_112391.sdf",1,"",,"",,,,,,,,,,,,,,,,,,,,"CHEBI:112391","2,6,7,8-tetrahydrocyclopenta[2,3]thieno[2,4-d]pyrimidin-1-one","",2,"","","C9H8N2OS",192.239,192.036,0,"C1CC2=C(C1)SC3=C2C(=O)NC=N3","InChI=1S/C9H8N2OS/c12-8-7-5-2-1-3-6(5)13-9(7)11-4-10-8/h4H,1-3H2,(H,10,11,12)","MZAZSAHKQBGEMA-UHFFFAOYSA-N","","","","",,false,0,"","","",2,"","",,"","","","","","","","","","","","","","","","","","","",,"","","","LSM-23803","","","","","","Os04g0637000_ligprep_1.maegz",158,39016,0,"W0NIMl0xW0NIMl1bQ0gyXWMoYzEyKXNjM2MyYyg9TylbbkhdW2NIXW4z","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0002,0.0001,0.0001,0.0000,0.000,0,0,"","","OPLS_2005",31.896,true,"null-1","Os04g0637000_glide-dock_SP_2","","","","","","","",,,,,,,,,,,,"","",,,,,,,,,,,,"Os04g0637000_glide-grid",260,0,-5.778,-0.444,-1.045,-1.621,-5.778,-1.477,-0.494,0.000,-2.571,-17.714,-2.323,0.000,0.000,-26.489,-20.037,0.000,1,270,0.000
