Stars,Title,Entry ID,Entry Name,Date Added,Date Modified,PDB ID,PDB CLASSIFICATION,PDB format version,Source Path,Source File,Source File Index,entry id backup,prepared,prepared with version,assigned bond orders,added hydrogens,treated metals,created disulfur,deleted far waters,ran protassign,Potential Energy-OPLS 2005,RMS Derivative-OPLS 2005,Max Derivative-OPLS 2005,Stretch Energy-OPLS 2005,Bend Energy-OPLS 2005,LJ-14 Energy-OPLS 2005,El-14 Energy-OPLS 2005,Van der Waals Energy-OPLS 2005,Electrostatic Energy-OPLS 2005,Dihedral Energy-OPLS 2005,target temperature,ran impref,ID,NAME,DEFINITION,STAR,SYNONYM,IUPAC_NAME,FORMULA,MASS,MONOISOTOPIC_MASS,CHARGE,SMILES,INCHI,INCHIKEY,CAS_REGISTRY_NUMBER,KEGG_COMPOUND_ACCESSION,KNAPSACK_ACCESSION,AGRICOLA_CITATION,PUBMED_CITATION,chiral flag,version,Chirality 1,Chirality 2,Chirality 3,ct enhanced stereo status,SECONDARY_ID,INN,REAXYS_REGISTRY_NUMBER,CHEMIDPLUS,DRUGBANK_ACCESSION,KEGG_DRUG_ACCESSION,PDBECHEM_ACCESSION,PUBMED_CITATION-1,Chirality 4,Chirality 5,Chirality 6,Chirality 7,Chirality 8,Chirality 9,Chirality 10,Chirality 11,Chirality 12,Chirality 13,Chirality 14,Chirality 15,Chirality 16,Chirality 17,BEILSTEIN_REGISTRY_NUMBER,HMDB_ACCESSION,NIST_CHEMISTRY_WEBBOOK,WIKIPEDIA_ACCESSION,LINCS_ACCESSION,METACYC_ACCESSION,BRAND_NAME,PESTICIDES_ACCESSION,AtomNumChirality 1,PUBMED_CENTRAL_CITATION,source file,source file index,mmshare version,flags,input,cmdline,tautomer probability,Ionization Penalty,Ionization Penalty Charging,Ionization Penalty Neutral,State Penalty,Charging Adjusted Penalty,Tot Q,Tot abs Q,EZ 1,EZ 2,Force Field,Energy,Chiralities Consistent,Variant,Job Name,Chemistry Notes,EZ 3,EZ 4,EZ 5,EZ 6,EZ 7,EZ 8,SiteScore,size,Dscore,volume,exposure,enclosure,contact,phobic,philic,balance,don/acc,residues,residues asl,grid version,gridbox xcent,gridbox ycent,gridbox zcent,gridbox xrange,gridbox yrange,gridbox zrange,gridbox ligxrange,gridbox ligyrange,gridbox ligzrange,receptor,glide gridfile,glide lignum,glide rotatable bonds,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide metal,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,glide confnum,glide posenum,glide eff state penalty
,null,781,ChEBI_107074.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_107074.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:107074,"5-[2-furanyl(4-morpholinyl)methyl]-6-thiazolo[3,2-b][1,2,4]triazolol",,2,,,C13H14N4O3S,306.342,306.079,0,C1COCCN1C(C2=CC=CO2)C3=C(N4C(=NC=N4)S3)O,"InChI=1S/C13H14N4O3S/c18-12-11(21-13-14-8-15-17(12)13)10(9-2-1-5-20-9)16-3-6-19-7-4-16/h1-2,5,8,10,18H,3-4,6-7H2",NXQIRLYJSAYIKY-UHFFFAOYSA-N,,,,,,FALSE,0,7_R_6_13_8_30,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-18428,,,,,,OS01g0165000_ligprep_1.maegz,115,39016,0,W0NIMl0xW0NIMl1PW0NIMl1bQ0gyXU4xW0NASF0oYzJbY0hdW2NIXVtjSF1vMiljKGMzW09IXSlzYyhuMzQpbltjSF1uNA==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.3368,0,0.3368,0.2443,0.244,0,0,,,OPLS_2005,26.07,TRUE,null-1,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,183,4,-6.229,-0.297,-0.818,-1.54,-6.474,-2.604,-0.531,0,-2.006,-21.668,-5.602,0.59,0,-37.789,-27.27,0.574,13,348,0.244
,ChEBI_49081,782,ChEBI_49081.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_49081.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:49081,"6-(2-amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylic acid",,3,"6-(2-Amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylic acid","6-(2-amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylic acid",C14H14N2O8,338.27,338.075,0,NC(CC1=CC2=C(NC(CC2C(O)=O)C(O)=O)C(=O)C1=O)C(O)=O,"InChI=1S/C14H14N2O8/c15-7(13(21)22)2-4-1-5-6(12(19)20)3-8(14(23)24)16-9(5)11(18)10(4)17/h1,6-8,16H,2-3,15H2,(H,19,20)(H,21,22)(H,23,24)",UMYDVEVERVKIFT-UHFFFAOYSA-N,,C15599,,,,FALSE,0,4_S_1_11_8_26,7_R_14_3_8_28,18_R_19_20_17_33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_ligprep_1.maegz,22,39016,0,Tz1DKFtPSF0pW0NAQEhdKFtOSF0xKVtDSDJdW0NAQEhdKEMoPU8pW09IXSlDKD1DMTIpW0NIXT1DKEMoPU8pQzI9TylbQ0gyXVtDQEBIXShbTkgyXSlDKD1PKVtPSF0=,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0262,0.0262,0,0.0212,0.047,-2,4,1_2_3_7_Z,3_6_9_10_Z,OPLS_2005,13.957,TRUE,ChEBI_49081-2,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,39,5,-6.228,-0.26,-0.749,-1.491,-6.25,-1.519,-0.405,0,-2.593,-19.191,-6.831,0.334,-0.082,-36.314,-26.022,2.382,12,400,0.021
,null,783,ChEBI_115653.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_115653.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:115653,"3-(phenylmethyl)-2-sulfanylidene-1H-thieno[3,2-d]pyrimidin-4-one",,2,,,C13H10N2OS2,274.364,274.023,0,C1=CC=C(C=C1)CN2C(=O)C3=C(C=CS3)NC2=S,"InChI=1S/C13H10N2OS2/c16-12-11-10(6-7-18-11)14-13(17)15(12)8-9-4-2-1-3-5-9/h1-7H,8H2,(H,14,17)",OPQCANYPSHWIDV-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-27110,,,,,,OS01g0165000_ligprep_1.maegz,184,39016,0,W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFbQ0gyXW4oYzI9TyljKD1TKVtuSF1jKGMyMylbY0hdW2NIXXMz,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.1495,0.1495,0,0.1387,0.288,0,0,,,OPLS_2005,29.837,TRUE,null-1,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,298,2,-6.227,-0.346,-0.907,-1.601,-6.365,-2.275,0,0,-3.055,-25.731,-1.502,0.477,0,-37.651,-27.233,0.882,3,259,0.139
,null,784,ChEBI_93531.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_93531.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:93531,"3-[[2-(3,5-dimethyl-1-pyrazolyl)-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-yl]amino]-1-propanol",,2,,,C18H23N5OS,357.475,357.162,0,CC1=CC(=NN1C2=NC(=C3C4=C(CCCC4)SC3=N2)NCCCO)C,"InChI=1S/C18H23N5OS/c1-11-10-12(2)23(22-11)18-20-16(19-8-5-9-24)15-13-6-3-4-7-14(13)25-17(15)21-18/h10,24H,3-9H2,1-2H3,(H,19,20,21)",WEAXENWHNHWGBP-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-3958,,,,,,OS01g0165000_ligprep_1.maegz,83,39016,0,W09IXVtDSDJdW0NIMl1bQ0gyXVtOSF1jMW5jKC1uMm5jKFtDSDNdKVtjSF1jMltDSDNdKW5jM3NjKGM0YzEzKVtDSDJdW0NIMl1bQ0gyXVtDSDJdNA==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0003,0,0.0003,0,0,0,0,,,OPLS_2005,14.368,TRUE,null-1,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,140,6,-6.223,-0.249,-0.728,-1.475,-6.223,-2.788,-0.32,0,-1.698,-26.636,-5.559,0.749,0,-43.289,-32.195,1.983,52,371,0
,ChEBI_49081,785,ChEBI_49081.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_49081.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:49081,"6-(2-amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylic acid",,3,"6-(2-Amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylic acid","6-(2-amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylic acid",C14H14N2O8,338.27,338.075,0,NC(CC1=CC2=C(NC(CC2C(O)=O)C(O)=O)C(=O)C1=O)C(O)=O,"InChI=1S/C14H14N2O8/c15-7(13(21)22)2-4-1-5-6(12(19)20)3-8(14(23)24)16-9(5)11(18)10(4)17/h1,6-8,16H,2-3,15H2,(H,19,20)(H,21,22)(H,23,24)",UMYDVEVERVKIFT-UHFFFAOYSA-N,,C15599,,,,FALSE,0,4_R_1_11_8_26,7_R_14_3_8_28,18_S_19_20_17_33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_ligprep_1.maegz,22,39016,0,Tz1DKFtPSF0pW0NASF0oW05IXTEpW0NIMl1bQ0BASF0oQyg9TylbT0hdKUMoPUMxMilbQ0hdPUMoQyg9TylDMj1PKVtDSDJdW0NASF0oW05IMl0pQyg9TylbT0hd,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0262,0.0262,0,0.0212,0.047,-2,4,1_2_3_7_Z,3_6_9_10_Z,OPLS_2005,14.735,TRUE,ChEBI_49081-5,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,42,5,-6.223,-0.259,-0.748,-1.489,-6.244,-1.403,-0.353,0,-2.685,-17.014,-7.905,0.334,-0.1,-33.878,-24.919,3.461,4,26,0.021
,null,786,ChEBI_109183.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_109183.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:109183,"4-(7-methyl-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-yl)morpholine",,2,,,C15H19N3OS,289.398,289.125,0,CC1CCC2=C(C1)SC3=NC=NC(=C23)N4CCOCC4,"InChI=1S/C15H19N3OS/c1-10-2-3-11-12(8-10)20-15-13(11)14(16-9-17-15)18-4-6-19-7-5-18/h9-10H,2-8H2,1H3",WYUXRKUQROPDTO-UHFFFAOYSA-N,,,,,,FALSE,0,2_R_7_3_1_24,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-20580,,,,,,OS01g0165000_ligprep_1.maegz,139,39016,0,W0NIMl0xW0NIMl1bQ0BASF0oW0NIM10pW0NIMl1jKGMxMilzYzNjMmMobltjSF1uMylONFtDSDJdW0NIMl1PW0NIMl1bQ0gyXTQ=,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0001,0,0.0001,0,0,0,0,,,OPLS_2005,25.497,TRUE,null-1,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,225,1,-6.217,-0.311,-0.844,-1.556,-6.217,-3,0,0,-2.011,-23.621,-1.618,0.217,0,-34.506,-25.239,0.026,1,34,0
,null,787,ChEBI_120492.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_120492.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:120492,"2-[[(2-chlorophenyl)thio]methyl]-5-methyl-4-oxo-3H-thieno[2,3-d]pyrimidine-6-carboxylic acid ethyl ester",,2,,,C17H15ClN2O3S2,394.898,394.021,0,CCOC(=O)C1=C(C2=C(S1)N=C(NC2=O)CSC3=CC=CC=C3Cl)C,"InChI=1S/C17H15ClN2O3S2/c1-3-23-17(22)14-9(2)13-15(21)19-12(20-16(13)25-14)8-24-11-7-5-4-6-10(11)18/h4-7H,3,8H2,1-2H3,(H,19,20,21)",CPNXFPOJIRMLBC-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-31935,,,,,,OS01g0165000_ligprep_1.maegz,204,39016,0,W0NIM11bQ0gyXU9DKD1PKWMoYzFbQ0gzXSlzYyhjMTIpbmMoW25IXWMyPU8pW0NIMl1TYzNbY0hdW2NIXVtjSF1bY0hdYzNDbA==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0042,0.0042,0,0.0473,0.051,0,0,,,OPLS_2005,19.901,TRUE,null-1,OS01g0165000_glide-dock_SP_1,This compound has an ester and may undergo hydrolysis at high or low pH.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,333,6,-6.212,-0.248,-0.727,-1.472,-6.259,-3.363,-0.393,0,-1.185,-29.905,-3,0.627,0,-44.412,-32.904,2.176,89,54,0.047
,null,788,ChEBI_107385.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_107385.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:107385,"3-methyl-N-[(4-methylphenyl)methyl]-7,8-dihydro-6H-cyclopenta[4,5]thieno[1,2-c]pyrimidin-1-amine",,2,,,C18H19N3S,309.43,309.13,0,CC1=CC=C(C=C1)CNC2=C3C4=C(CCC4)SC3=NC(=N2)C,"InChI=1S/C18H19N3S/c1-11-6-8-13(9-7-11)10-19-17-16-14-4-3-5-15(14)22-18(16)21-12(2)20-17/h6-9H,3-5,10H2,1-2H3,(H,19,20,21)",JVIJQIPKGUVYES-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-18739,,,,,,OS01g0165000_ligprep_1.maegz,121,39016,0,W0NIM11jMVtjSF1bY0hdYyhbY0hdW2NIXTEpW0NIMl1bTkhdYzJuYyhbQ0gzXSluYzNzYyhjNGMyMylbQ0gyXVtDSDJdW0NIMl00,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.004,0,0.004,0.1211,0.121,0,0,,,OPLS_2005,29.728,TRUE,null-1,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,195,3,-6.209,-0.282,-0.791,-1.518,-6.33,-3.805,0,0,-1.59,-24.744,-1.852,0.58,0,-35.17,-26.597,3.685,25,181,0.121
,ChEBI_132304,789,ChEBI_132304.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_132304.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:132304,3-[(2-aminoethyl)sulfanyl]-7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid,A beta-lactam that is 7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid carring an additional (2-aminoethyl)sulfanyl substituent at position 3. An intermediate in the biosynthesis of carbapenem.,3,3-(2-aminoethylthio)-7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; carbapenem biosynthesis intermediate 1,3-[(2-aminoethyl)sulfanyl]-7-oxo-1-azabicyclo[3.2.0]heptane-2-carboxylic acid,C9H14N2O3S,230.285,230.073,0,C1C(N2C1CC(C2C(O)=O)SCCN)=O,"InChI=1S/C9H14N2O3S/c10-1-2-15-6-3-5-4-7(12)11(5)8(6)9(13)14/h5-6,8H,1-4,10H2,(H,13,14)",WSFRFSBEAWNRAE-UHFFFAOYSA-N,,,,,26240322,FALSE,0,3_R_4_5_1_18,6_S_12_7_5_21,7_S_4_6_9_22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_ligprep_1.maegz,224,39016,0,W0NIMl0xQyg9TylOKFtDQEhdMTIpW0NAQEhdKEMoPU8pW09IXSlbQ0BIXShbQ0gyXTIpU1tDSDJdW0NIMl1bTkgyXQ==,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0015,0.0015,0,0,0.001,0,2,,,OPLS_2005,19.079,TRUE,ChEBI_132304-7,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,378,4,-6.198,-0.413,-1.019,-1.672,-6.198,-1.389,-0.275,0,-3.068,-11.763,-9.476,0.644,-0.1,-35.348,-21.239,0.345,4,282,0
,null,790,ChEBI_116830.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_116830.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:116830,"3-(2,4-dioxo-1H-thieno[3,2-d]pyrimidin-3-yl)-N-(3-fluoro-4-methylphenyl)propanamide",,2,,,C16H14FN3O3S,347.366,347.074,0,CC1=C(C=C(C=C1)NC(=O)CCN2C(=O)C3=C(C=CS3)NC2=O)F,"InChI=1S/C16H14FN3O3S/c1-9-2-3-10(8-11(9)17)18-13(21)4-6-20-15(22)14-12(5-7-24-14)19-16(20)23/h2-3,5,7-8H,4,6H2,1H3,(H,18,21)(H,19,23)",OZFGCUYQWRVYFG-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-28281,,,,,,OS01g0165000_ligprep_1.maegz,192,39016,0,W0NIM11jMWMoRilbY0hdYyhbY0hdW2NIXTEpW05IXUMoPU8pW0NIMl1bQ0gyXW4oYzI9TyljKD1PKVtuSF1jKGMyMylbY0hdW2NIXXMz,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0056,0.0056,0,0.0041,0.01,0,0,,,OPLS_2005,28.985,TRUE,null-1,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,309,5,-6.188,-0.258,-0.744,-1.481,-6.192,-2.802,0,0,-2.355,-28.063,-1.75,0.631,0,-40.613,-29.812,1.178,9,349,0.004
,null,791,ChEBI_107385.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_107385.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:107385,"3-methyl-N-[(4-methylphenyl)methyl]-7,8-dihydro-6H-cyclopenta[4,5]thieno[1,2-c]pyrimidin-1-amine",,2,,,C18H19N3S,309.43,309.13,0,CC1=CC=C(C=C1)CNC2=C3C4=C(CCC4)SC3=NC(=N2)C,"InChI=1S/C18H19N3S/c1-11-6-8-13(9-7-11)10-19-17-16-14-4-3-5-15(14)22-18(16)21-12(2)20-17/h6-9H,3-5,10H2,1-2H3,(H,19,20,21)",JVIJQIPKGUVYES-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-18739,,,,,,OS01g0165000_ligprep_1.maegz,121,39016,0,W0NIM11jMVtjSF1bY0hdYyhbY0hdW2NIXTEpW0NIMl1bTkhdYzJuYyhbQ0gzXSluYzNzYyhjNGMyMylbQ0gyXVtDSDJdW0NIMl00,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0579,0,0.0579,1.0001,1,1,1,,,OPLS_2005,35.568,TRUE,null-2,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,196,3,-6.181,-0.281,-0.787,-1.511,-7.182,-3.373,-0.365,0,-1.596,-22.087,-8.284,0.577,-0.077,-48.212,-30.371,3.676,20,327,1
,null,792,ChEBI_105627.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_105627.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:105627,LSM-16990,,2,,,C24H24N4O2S,432.54,432.162,0,CC1=CC(=CC=C1)N2C=NC3=C(C2=O)SC4=NC(=C5CCCCC5=C34)N6CCOCC6,"InChI=1S/C24H24N4O2S/c1-15-5-4-6-16(13-15)28-14-25-20-19-17-7-2-3-8-18(17)22(27-9-11-30-12-10-27)26-23(19)31-21(20)24(28)29/h4-6,13-14H,2-3,7-12H2,1H3",CKZBWBMCWZUAQA-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-16990,,,,,,OS01g0165000_ligprep_1.maegz,105,39016,0,W0NIM11jMVtjSF1jKFtjSF1bY0hdW2NIXTEpLW4oW2NIXW4yKWMoPU8pYyhjMjMpc2M0YzNjNWMoW0NIMl1bQ0gyXVtDSDJdW0NIMl01KWMobjQpTjZbQ0gyXVtDSDJdT1tDSDJdW0NIMl02,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1,0.0027,0,0.0027,0,0,0,0,,,OPLS_2005,61.419,TRUE,null-1,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,172,2,-6.181,-0.199,-0.626,-1.394,-6.181,-3.677,0,0,-1.174,-27.535,-1.106,0.213,0,-39.979,-28.641,0.318,6,57,0
,null,793,ChEBI_112408.1,07-12-2017 14:45,07-12-2017 14:45,,,,/home/biotech03/Desktop/Schrodinger/organic heterobicyclic compound sdf,ChEBI_112408.sdf,1,,,,,,,,,,,,,,,,,,,,,,CHEBI:112408,"9-(dimethylamino)-3-(4-methoxyphenyl)-4-pyrido[1,2]thieno[3,4-d]pyrimidinone",,2,,,C18H16N4O2S,352.412,352.099,0,CN(C)C1=C2C3=C(C(=O)N(C=N3)C4=CC=C(C=C4)OC)SC2=NC=C1,"InChI=1S/C18H16N4O2S/c1-21(2)13-8-9-19-17-14(13)15-16(25-17)18(23)22(10-20-15)11-4-6-12(24-3)7-5-11/h4-10H,1-3H3",COQPVKMATNFNLG-UHFFFAOYSA-N,,,,,,FALSE,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,LSM-23820,,,,,,OS01g0165000_ligprep_1.maegz,159,39016,0,W0NIM11OKFtDSDNdKWMxW2NIXVtjSF1uYzJzYyhjM2MxMiljKD1PKW4oW2NIXW4zKS1jNFtjSF1bY0hdYyhbY0hdW2NIXTQpT1tDSDNd,J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc2LjUnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0404,0,0.0404,0.0321,0.032,0,0,,,OPLS_2005,53.752,TRUE,null-1,OS01g0165000_glide-dock_SP_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS01g0165000_glide-grid_1,261,3,-6.174,-0.247,-0.722,-1.463,-6.206,-2.719,0,0,-1.657,-27.574,-4.032,0.154,0,-43.448,-31.606,0.356,4,263,0.032
